,name,artist,release_date,genres
1455,Too High (feat. Buddy & Nakel Smith),Leven Kali,2018,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'trap soul']"
1456,Damelo,Ceaese,2018,"['chilean indie', 'rap chileno', 'trap chileno', 'trap latino']"
1457,Colors,Jason Derulo,2018,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']"
1458,Under Control,Calvin Harris,2014,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
1459,Spotlight,Upchurch,2018,"['contemporary country', 'country rap', 'redneck']"
1460,Freaky Deaky Interlude,Eric Bellinger,2019,"['alternative r&b', 'dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
1461,The Last Time,All That Remains,2010,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']"
1462,Chain Smokin,Morgan Wallen,2016,"['contemporary country', 'deep talent show']"
1463,This Town,Kacey Musgraves,2015,"['contemporary country', 'country dawn', 'pop', 'texas country']"
1464,Charles,balloon,2017,['anime rock']
1465,Lovin’ Machine,Wynonie Harris,2005,"['blues', 'jump blues', 'rhythm and blues', 'rock-and-roll']"
1466,"Azucar, Azucar",Celia Cruz,2014,"['cha-cha-cha', 'cuban rumba', 'latin', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']"
1467,Something In The Way You Move,Ellie Goulding,2015,"['dance pop', 'electropop', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk pop']"
1468,Age Aint Nothing But a Number,Aaliyah,1994,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
1469,Heartbeat,Mansionair,2019,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']"
1470,Tú Eres la Razón,Olga Tanon,2015,"['latin', 'puerto rican pop', 'tropical']"
1471,So Close,Andrew McMahon in the Wilderness,2017,"['hopebeat', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']"
1472,Shattered Ring,SZA,2014,"['pop', 'pop rap', 'rap']"
1473,Face Down ft. Panther - Crystalize Remix,Black Tiger Sex Machine,2017,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electro trash', 'electronic trap']"
1474,Classic Man - Remix,Jidenna,2015,['ghanaian hip hop']
1475,Kiwis I Have Known,The Wayfarers,2011,['australian childrens music']
1476,Shes $$$,Kenny Wayne Shepherd,2017,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']"
1477,Paracetamol,Declan McKenna,2017,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']"
1478,Jardin dhiver - live,Henri Salvador,2004,"['chanson', 'french pop']"
1479,Classical Connection,Kimbo Childrens Music,2016,['childrens music']
1480,Level (Feat. P-Lo),Collie Buddz,2017,"['dancehall', 'jawaiian', 'modern reggae', 'reggae fusion']"
1481,New Rules - Initial Talk Remix,Dua Lipa,2017,"['dance pop', 'pop', 'pop dance', 'uk pop']"
1482,Orange Asian Tigers,Mike Birbiglia,2007,"['clean comedy', 'comedy', 'comic', 'new comedy']"
1483,I Bet on Losing Dogs,Mitski,2016,"['art pop', 'brooklyn indie', 'indie pop', 'indie rock']"
1484,Low Key,Russell Dickerson,2017,"['contemporary country', 'country', 'country road', 'modern country rock']"
1485,Carry on Wayward Son,Kansas,1976,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
1486,BZZRK,SVDDEN DEATH,2018,"['deathstep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'riddim dubstep']"
1487,神業速攻,Yuki Hayashi,2014,"['anime score', 'japanese soundtrack', 'otacore']"
1488,"Zaïs, Ouverture",Jean-Philippe Rameau,2015,"['baroque', 'classical', 'early music', 'french baroque', 'french opera']"
1489,Her,BTS,2018,"['k-pop', 'k-pop boy group']"
1490,Time To Move On,Tom Petty,1994,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
1491,H2O,XXXTENTACION,2017,"['emo rap', 'miami hip hop']"
1492,Jim Morrison,Jon Bellion,2013,['pop rap']
1493,One Thing,Kevin Gates,2016,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1494,Lost Fur,Carter Burwell,2009,['new jersey indie']
1495,Panic in Funkytown,Blockhead,2012,"['downtempo', 'electronica', 'ninja', 'nu jazz', 'turntablism']"
1496,Transgenders Need to Pee,Alonzo Bodden,2018,"['black comedy', 'comedy', 'new comedy']"
1497,Deceived,Lil Xan,2018,"['emo rap', 'underground hip hop']"
1498,Fluctuate,Catfish and the Bottlemen,2019,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']"
1499,None But Jesus - Live,Hillsong Worship,2008,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']"
1500,"Puccini: Turandot, Act 1: Non piangere, Liù (Calaf, Liù, Timur)",Giacomo Puccini,1966,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
1501,Heartbreak on a Full Moon,Chris Brown,2017,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
1502,Cut The Check (feat. Chief Keef),Mac Miller,2015,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
1503,Blame It,Jamie Foxx,2008,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
1504,Ill Follow You,Shinedown,2012,"['alternative metal', 'nu metal', 'post-grunge']"
1505,Looking,Ziggy Marley,2003,"['reggae', 'roots reggae']"
1506,Drown,Armon & Trey,2018,['pop r&b']
1507,Give N Go,88GLAM,2018,"['canadian hip hop', 'melodic rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']"
1508,Lunchin,Westside Gunn,2019,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'underground hip hop']"
1509,Whos To Say?,Moon Taxi,2015,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']"
1510,Take This Life,In Flames,2006,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish death metal', 'swedish metal']"
1511,Walking on Water - Live,SEU Worship,2018,"['anthem worship', 'ccm', 'world worship']"
1512,L.A. Vibe,King Lil G,2018,"['chicano rap', 'gangster rap', 'latin hip hop', 'nuevo regional mexicano', 'west coast rap']"
1513,Just Friends (Sunny),Musiq Soulchild,2000,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1514,Move Something - Jerry Flood Remix,Lacee,2013,['southern soul blues']
1515,breathin,Ariana Grande,2018,"['dance pop', 'pop', 'post-teen pop']"
1516,Blast Off!,Juice Music,2007,"['australian childrens music', 'nursery']"
1517,Edge,Minnesota,2018,"['electronic trap', 'glitch hop', 'vapor twitch']"
1518,"Rigoletto, Act I: Questa o quella",Giuseppe Verdi,2017,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']"
1519,Soft Vinyl Figure,Masaki Suda,2018,"['anime rock', 'j-pop', 'j-poprock', 'japanese punk rock']"
1520,Let Go,Ark Patrol,2016,"['future bass', 'vapor soul', 'vapor twitch']"
1521,Así Mismo,Tego Calderon,2015,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
1522,Differ Remix,Spragga Benz,2019,"['dancehall', 'lovers rock', 'old school dancehall', 'riddim']"
1523,Glass & Patron,FKA twigs,2015,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'pop', 'trip hop']"
1524,Shes Calling You,Bad Brains,1986,"['alternative rock', 'black punk', 'dc hardcore', 'hardcore punk', 'nyhc', 'punk', 'ska punk']"
1525,Lelisir damore / Act 2: Una furtiva lagrima...Eccola!,Gaetano Donizetti,1971,"['early romantic era', 'italian opera', 'italian romanticism']"
1526,Circles,Incubus,2001,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
1527,Freedom Is Here - Live In Australia/2009,Hillsong UNITED,2009,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
1528,One Day Ill Fly Away,Randy Crawford,1980,"['adult standards', 'disco', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']"
1529,Unknown Brother,The Black Keys,2010,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
1530,Strong God - Live,New Life Worship,2013,"['anthem worship', 'ccm', 'christian music', 'christian relaxative', 'deep ccm', 'world worship', 'worship']"
1531,NEØN,Teflon Sega,2017,['trap soul']
1532,Whats This Dudes Recipe?,Big Jay Oakerson,2014,"['comedy', 'deep comedy', 'new comedy']"
1533,Giselle: Act I: Allegretto,Adolphe Adam,1994,"['early romantic era', 'french opera', 'french romanticism']"
1534,Win,Tee Grizzley,2017,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1535,Kokamoe Freestyle,GoldLink,2017,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']"
1536,Back It Up,Prince Royce,2015,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
1537,Vegetas Vision,Bruce Faulconer,2005,"['anime score', 'scorecore']"
1538,ゲ崩YEAH,Wonderful★opportunity!,2018,"['anime rock', 'j-division', 'vocaloid']"
1539,What Else is There? - Thin White Duke Mix,Röyksopp,2005,"['alternative dance', 'big beat', 'downtempo', 'electronica', 'electropop', 'trip hop']"
1540,How You Gonna Act Like That,Tyrese,2002,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']"
1541,"Il barbiere di Siviglia (The Barber of Seville): Act II Sequito del Quintetto: Buona sera, mio signore",Gioachino Rossini,1997,"['classical', 'italian opera', 'italian romanticism']"
1542,Myspace,Felipe Esparza,2013,"['deep comedy', 'latino comedy']"
1543,Faking It (feat. Kehlani & Lil Yachty),Calvin Harris,2017,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
1544,Guns Of Brixton/I Fought The Law,Anti-Flag,2011,"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk']"
1545,Otra Botella,Gotay El Autentiko,2016,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
1546,Ronfaure (Final Fantasy XI),Nobuo Uematsu,2010,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
1547,Lullaby In The Peaceful Light,Masakatsu Takagi,2013,"['anime score', 'j-ambient', 'japanese soundtrack']"
1548,Mystic Mood,Billy Cole,2015,"['bboy', 'electronica', 'nu jazz']"
1549,Glow,Peter White,2001,['smooth jazz']
1550,Orientation,George Lopez,2003,"['comedy', 'latino comedy']"
1551,Odi et Amo - Remastered,Jóhann Jóhannsson,2018,"['bow pop', 'compositional ambient', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']"
1552,MTV Get Off The Air,Dead Kennedys,2007,"['alternative rock', 'early us punk', 'hardcore punk', 'punk', 'skate punk']"
1553,Southern Babylon,Ashley McBryde,2018,"['arkansas country', 'contemporary country', 'country', 'country pop']"
1554,Collapse,Boards of Canada,2013,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']"
1555,Freak Of Nature,Broods,2016,"['art pop', 'auckland indie', 'australian pop', 'electropop', 'etherpop', 'indie electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'nz pop', 'pop', 'shimmer pop', 'tropical house', 'vapor soul']"
1556,Young Prodigy,Kodak Black,2016,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']"
1557,If Heaven Aint A Lot Like Dixie,"Hank Williams, Jr.",1982,"['country', 'country road', 'country rock', 'outlaw country']"
1558,Shut up (feat. Big Murph),Adam Calhoun,2018,"['country rap', 'military rap', 'redneck']"
1559,Workin for MCA - Live in Atlantic City,Lynyrd Skynyrd,2018,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
1560,Solo Flight,Christophe Beck,2014,"['canadian soundtrack', 'soundtrack']"
1561,Dress,Sylvan Esso,2014,"['electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock']"
1562,Colonial Mentality,Fela Kuti,2013,"['afrobeat', 'afropop', 'funk', 'soul', 'world']"
1563,Remind Me,Emily King,2019,"['indie soul', 'neo r&b', 'neo soul', 'nyc pop', 'pop soul', 'r&b', 'soul', 'urban contemporary']"
1564,Someday Well All Be Free,Donny Hathaway,1990,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'vocal jazz']"
1565,Sing a Song of Winter,Kimbo Childrens Music,1995,['childrens music']
1566,BLACK SHOUT - リマスターver.,Roselia,2018,"['anime', 'anime rock', 'j-pixie', 'rhythm game']"
1567,Bidi Bidi Bom Bom,Selena,2010,"['latin', 'latin pop', 'mexican pop', 'tejano']"
1568,Take My Soul,Thievery Corporation,2011,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']"
1569,Fruta Prohibida,Dragon & Caballero,2009,"['pop reggaeton', 'reggaeton colombiano']"
1570,I Dont Want to Know - 2004 Remaster,Fleetwood Mac,1977,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1571,Brazos River,Riders In The Sky,2018,"['cowboy western', 'movie tunes']"
1572,Manhattan,Cat Power,2012,"['anti-folk', 'art pop', 'freak folk', 'indie rock', 'melancholia', 'singer-songwriter', 'slowcore']"
1573,Army Of Zombies,Lars Frederiksen and the Bastards,2001,"['oi', 'punk', 'punk n roll', 'ska punk', 'skate punk']"
1574,Mala Actitud,CNCO,2018,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']"
1575,La scala di seta: III. Recitativo,Gioachino Rossini,1992,"['classical', 'italian opera', 'italian romanticism']"
1576,Peace Sign,Usher,2018,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
1577,"Va, pensiero (Chorus of the Hebrew Slaves)",Giuseppe Verdi,1965,"['classical', 'italian opera', 'italian romanticism', 'late romantic era']"
1578,Besame (feat. Baby Rasta) - Remix,Revol,2018,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
1579,Pound Sign,Kevin Fowler,2010,"['country', 'country road', 'outlaw country', 'red dirt', 'texas country']"
1580,Flighty,Dorothy Ashby,1965,"['afrobeat', 'jazz funk', 'jazz harp', 'space age pop']"
1581,The Tipping Point,Authority Zero,2013,"['arizona punk', 'melodic hardcore', 'modern ska punk', 'pop punk', 'punk', 'rap rock', 'ska punk', 'skate punk']"
1582,Three Hammers,DragonForce,2014,"['british power metal', 'metal', 'power metal', 'speed metal']"
1583,The Heart Wants What It Wants,Selena Gomez,2014,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
1584,Shake for Me,John Hammond,2005,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'roots rock', 'traditional blues']"
1585,Happy Heart,Andy Williams,1970,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']"
1586,Fast Food,Jim Gaffigan,2009,"['clean comedy', 'comedy', 'comic']"
1587,Give Me Back My Wig,Stevie Ray Vaughan,2002,"['blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']"
1588,"LArlesienne Suite, Nr. 1: III. Adagietto",Georges Bizet,1988,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
1589,No Te Vayas,Nicky Jam,2017,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
1590,Afflictions,Ryan Stout,2011,"['comedy', 'deep comedy', 'new comedy']"
1591,いつも何度でも(「千と千尋の神隠し」より),Kenji Kanemasu,2008,['japanese instrumental']
1592,Groovin My Girl,Richie Spice,2007,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']"
1593,Lord Youre Beautiful,Shane & Shane,2014,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']"
1594,Poed Up (feat. Gunna),Paris,2018,"['emo rap', 'melodic rap', 'sad rap']"
1595,Vale Of Plenty,Hans Zimmer,2002,"['german soundtrack', 'soundtrack']"
1596,Unknown Brother,The Black Keys,2010,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
1597,Cecilia And The Satellite,Andrew McMahon in the Wilderness,2014,"['hopebeat', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']"
1598,1000x,Jarryd James,2016,"['australian alternative pop', 'australian r&b']"
1599,Battle on the Beach,Trevor Morris,2013,"['canadian soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
1600,Missed the Boat,Modest Mouse,2007,"['alternative rock', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']"
1601,Brookside,Naoyuki Onda,1999,['anime score']
1602,Haru ni yuraredo kimi omou,Kobasolo,2019,"['anime', 'anime rock', 'j-pop']"
1603,Canto en la Prisión,Cultura Profética,2005,"['latin alternative', 'reggae en espanol', 'rock en espanol']"
1604,Cruzin South,Chuck Loeb,2005,['smooth jazz']
1605,Break From Toronto,PARTYNEXTDOOR,2013,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
1606,Perdida,Biig Piig,2018,"['alternative r&b', 'indie r&b', 'indie soul', 'modern alternative pop']"
1607,Rover,TYNAN,2017,"['brostep', 'dubstep', 'electro house', 'electronic trap', 'gaming dubstep']"
1608,Drowsy,Banes World,2016,"['bedroom pop', 'indie garage rock']"
1609,Shapes For Sale,Eugene Mirman,2004,"['comedy', 'new comedy']"
1610,Loneliness & Heartache,Leftöver Crack,2015,"['crack rock steady', 'folk punk', 'hardcore punk', 'punk', 'ska', 'ska punk']"
1611,Witness,Katy Perry,2017,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
1612,Bridges,Broods,2014,"['art pop', 'auckland indie', 'australian pop', 'electropop', 'etherpop', 'indie electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'nz pop', 'pop', 'shimmer pop', 'tropical house', 'vapor soul']"
1613,Whatever It Is,Zac Brown Band,2008,"['contemporary country', 'country', 'country road', 'modern country rock']"
1614,All-Consuming Fire,Misty Edwards,2007,"['deep ccm', 'worship']"
1615,Así se Siente,Temple Sour,2016,['reggae peruano']
